"","cg06313935","cg05782445","cg20491914","cg18327056","cg01805869","cg17263061","cg18101022","cg01643580","cg20955989","cg19115882","cg01137141","cg06562172","cg01627597","cg14254480","cg11415491","cg13460121","cg20209499","cg25198111","cg05616379","cg22313606","cg10356210","cg11273176","cg06854842","cg16398133","cg08605458","cg06318013","cg13539203","cg24304658","cg23136742","cg27485108","cg01704636","cg16842187","cg25444821","cg19991086","cg04626686","barcode","foliocc"
"1",0.660306272791718,0.406491953133491,0.248557916712486,0.185141083017562,0.03477951841071,0.00359376768301241,0.0566235753976579,0.33203873406466,0.248856932406775,0.664031605060238,0.925307120659072,0.926051174954095,0.588570100670198,0.824515700050698,0.875145598270585,0.799367343737322,0.883266958771623,0.85717777866292,0.864334272788688,0.804408907449949,0.649048649538517,0.86414071066669,0.580084398030389,0.878909435567693,0.904771984985178,0.830327550666798,0.881686991789523,0.98652911478424,0.810765923630798,0.374514075315393,0.503675261661234,0.660785714724085,0.804814735341898,0.79066899384459,0.569712015010586,"201501960003_R02C01",622
"2",0.634950434351656,0.34610164540139,0.217575244930239,0.15711946726333,0.0222298175215195,0.00330170985097458,0.06724661090929,0.250407190984012,0.225547914164735,0.677593503543461,0.926235776779608,0.922473745528494,0.655990103170164,0.83898734001651,0.908651945358133,0.83558117302694,0.890218983948072,0.873697550972756,0.864559120155022,0.833482834383324,0.692113326787588,0.906549457091627,0.626732849672766,0.885578246297688,0.823100831408975,0.87715955517293,0.897111367482396,0.991624485958252,0.786516811994355,0.396902317013057,0.553786438854911,0.665653540510894,0.857717115955622,0.810062941911026,0.588062720895792,"201501960003_R03C01",236
"3",0.683891846239966,0.375445246468289,0.22543146029187,0.180916435313907,0.0171825660340898,0.00593826713167475,0.0794421743056108,0.279699379846032,0.251136324962154,0.687148701304986,0.913873236127988,0.909128973929277,0.644581673913206,0.863060238684501,0.877540932036701,0.822652618855989,0.911247762858819,0.866155235311558,0.843407295970161,0.820530196066549,0.702883477114107,0.881744641710754,0.635998737859881,0.881620042439314,0.869061028381828,0.90645284494775,0.846530857710995,0.989446389613096,0.819403856540613,0.294676786872229,0.439274583770957,0.497157447271995,0.873447029130705,0.764010357687746,0.594847637174828,"201501960003_R04C01",2005
"4",0.643617556604841,0.387194980391401,0.277527048923168,0.254280398124096,0.0307285912366165,0.00359134498849687,0.0877018494585792,0.271216127663963,0.255691997987844,0.642130809614714,0.922102128457101,0.910052417345435,0.646537307600573,0.841380974691933,0.918615123620408,0.836885782595743,0.876130462507616,0.867025190053765,0.862871386246239,0.846468041248907,0.6663560703843,0.910601494304884,0.624502333625912,0.883841986653538,0.870359654328544,0.849074164275386,0.874497459320501,0.988676038551596,0.837716382180474,0.385906756228857,0.477979805562903,0.574810399715983,0.822141024851629,0.799715382643236,0.617799865733741,"201501960003_R05C01",720
"5",0.737443969704536,0.465324291415828,0.275580388944356,0.244421836080262,0.0350872581384819,0.00676414961899738,0.0725822702103568,0.321893536170923,0.41023416896214,0.645612968697778,0.875584500040385,0.919317353945177,0.601143842268388,0.866817064883097,0.87540454474678,0.86731031365041,0.92006029602588,0.884138628287381,0.830740367305038,0.829288034395266,0.694520264647652,0.906223010054027,0.603461929416622,0.8818313070138,0.892174886139064,0.903623068503577,0.843769734213729,0.992380022751252,0.884848633960542,0.464037676748438,0.626118240283117,0.77943370167671,0.820675498991446,0.763683420830456,0.608671561363889,"201501960003_R07C01",418
"6",0.673452174197151,0.398806385403984,0.263356880683896,0.205197804905805,0.0277718698755245,0.00375473119970812,0.0618488891478383,0.319815075905881,0.29826960259352,0.69091012415374,0.91165973440997,0.901482845309814,0.642374118093203,0.860640120464317,0.876480763730961,0.808805367182308,0.885388919489527,0.907494452167385,0.844620942902848,0.827493236260882,0.688551693140369,0.877972748147901,0.628582360760575,0.872423739499069,0.874072530767475,0.885998158461552,0.881021783569303,0.9872664451974,0.765524922726518,0.335690949664916,0.491993514235342,0.572153228836904,0.850665722944203,0.806033131949761,0.579257083447663,"201501960022_R02C01",723
"7",0.658920435039558,0.374396852991588,0.239975649485544,0.206874550181819,0.0352382285108924,0.00596750020379585,0.0890157211618735,0.257305489897952,0.214192936377331,0.696604331388766,0.920606559448803,0.912885035719376,0.627218159418052,0.84103246005016,0.866874150440172,0.828077541903268,0.882922833678025,0.881437510578934,0.861493085838431,0.790569618465466,0.694489079453267,0.924439454606094,0.621063270118017,0.857616813778557,0.853332714857935,0.881231621811388,0.88964775804006,0.990664950797441,0.842094868047549,0.410283799104456,0.542081351101082,0.618238611548991,0.82356417783332,0.772314497014253,0.5687994633586,"201501960022_R03C01",600
"8",0.622089139405451,0.379415783773122,0.244470640341173,0.204862482303056,0.0264094298004423,0.00183234810676702,0.0721197217098039,0.237175345202474,0.339490534197187,0.700089457330684,0.918104588388659,0.902187616162287,0.644719059223392,0.898769201921171,0.869431782566905,0.829294436568268,0.887176861916763,0.877864125116115,0.888399346623281,0.840198481956025,0.678350390720994,0.87969111124196,0.637560241474127,0.880601674244308,0.873915408407628,0.90723503188754,0.865022371781146,0.995183096384775,0.833458013089456,0.371609956136853,0.497620738543337,0.581210871975224,0.838271438701395,0.815951125434926,0.62350787671916,"201501960022_R05C01",97
"9",0.573379228119365,0.388211868467272,0.227604628270005,0.171765554448245,0.0407372550567482,0.00546309966605947,0.0723367059833695,0.271784709922615,0.208476795532723,0.659949293876714,0.916620952052336,0.91759804598259,0.645487243726969,0.828863345578147,0.898373410998765,0.854867261548035,0.895548336694387,0.863769437805293,0.88284502244336,0.798369682256617,0.64664146354224,0.897345471285695,0.599917273915885,0.868362461290562,0.868540031596202,0.862887389583337,0.882554009188277,0.987543932925827,0.805523763449725,0.328049416712985,0.455600425050554,0.520515457515775,0.846779676855038,0.836115421667107,0.614121685003809,"201501960022_R06C01",422
"10",0.666607782314304,0.411495178342595,0.207587612988634,0.189382362414589,0.0209565057422842,0.00789629777245513,0.0638448127979001,0.250108675630587,0.195196624167608,0.717149755528902,0.910008810118175,0.920511279662211,0.650060906003381,0.90192895493003,0.864110766208919,0.811226097410907,0.877658498740602,0.901722774310342,0.857041729531591,0.818562039301584,0.715364674017359,0.898183602954423,0.651137751764588,0.881234349877246,0.901966632263533,0.917677910838591,0.891329732801485,0.994214393657153,0.824988030904621,0.3194464141201,0.492609239966641,0.494284271700466,0.870762519106639,0.817936635147121,0.580759566357128,"201501960022_R08C01",473
