"","cg20641545","cg18542050","cg27557698","cg17564205","cg27478060","cg05379312","cg01505016","cg17455939","cg00729815","cg22043586","cg15721571","cg23392763","cg23204070","cg23461512","cg23525112","cg10501629","cg21712036","cg02904779","cg08975915","cg00508575","cg24171152","barcode","foliocc"
"1",0.924051653471942,0.937287798295528,0.931560519886345,0.891302383435525,0.944373624717869,0.661752458380157,0.787736950124776,0.743621311993975,0.942755293508129,0.949062230208605,0.928083604201651,0.952734536454396,0.945943602395067,0.930585326615912,0.939856772990278,0.942747976084482,0.946032136704963,0.931865742861775,0.653938394127021,0.646674870802648,0.93551907328027,"201501960003_R02C01",622
"2",0.910885853619299,0.941423820793757,0.929635005228735,0.886050705428162,0.926323871398101,0.679270804384414,0.890652997571725,0.731513686279445,0.947584768754794,0.95725987287164,0.925729977270351,0.924355803787221,0.961943047606112,0.93748943865886,0.927638713048099,0.944369976963345,0.936647410674161,0.927459076779865,0.601601632101824,0.624784921343292,0.924662442238659,"201501960003_R03C01",236
"3",0.925556108704524,0.943917905458912,0.947649767852859,0.911576976245126,0.914299263576127,0.720469886299601,0.879374333868121,0.744774249165752,0.915382401178385,0.945390681854528,0.942681813670836,0.937823956345608,0.95535405739517,0.932629779509354,0.927542995218789,0.944781998835858,0.938622668300171,0.918341477115366,0.693216342869778,0.616869895095481,0.941497824947065,"201501960003_R04C01",2005
"4",0.913448190467601,0.933167100437966,0.94934173477021,0.877606272610822,0.939073686221173,0.72285776099458,0.838265212280288,0.812403368258363,0.941538547709677,0.939404681769206,0.923733018681573,0.953195045523603,0.958012858212083,0.948291098010663,0.935262870471586,0.932449237053402,0.936317219091817,0.926573242224657,0.650145158249723,0.605016192279911,0.929518198123522,"201501960003_R05C01",720
"5",0.927271956159613,0.934263449869164,0.927562537541209,0.829998801171658,0.929853359383727,0.7600559607266,0.870951683867475,0.67996480889328,0.949210105609446,0.949773009284525,0.934769617615571,0.926791670481378,0.957236561773227,0.921708701570075,0.936760289859837,0.929889526372138,0.946267133897542,0.932706644041149,0.629535798367374,0.631837730200223,0.925345780075348,"201501960003_R07C01",418
"6",0.935045771776681,0.933942768222603,0.945175587443434,0.884328661573255,0.947185830992003,0.66615795114375,0.797519830405407,0.714217862478176,0.928946312202736,0.952753260916449,0.942337367895058,0.930956883083992,0.960134005812004,0.934363366862151,0.920797946267083,0.94956576016963,0.95070458671191,0.910039282026647,0.629308813721342,0.610290891803039,0.929008003419944,"201501960022_R02C01",723
"7",0.899647035181121,0.94103579216519,0.943182564807901,0.913023412575989,0.939670239275517,0.667142059383472,0.827077572589142,0.666222875247039,0.934140316743454,0.960535158132701,0.939730876870094,0.940847664680883,0.958470413813161,0.92351373549838,0.933148820230118,0.948276033547431,0.939116576603927,0.905337754558756,0.691225355788818,0.667571089996642,0.948828601238225,"201501960022_R03C01",600
"8",0.934967934950358,0.922637937231121,0.953076721258319,0.880088113445137,0.933549805149954,0.686936335798926,0.85074203114095,0.706269837731172,0.951023244318356,0.944706814811284,0.909056090576482,0.933713147640773,0.952012333598557,0.933473559235431,0.938588938589168,0.939946149978144,0.960754943006894,0.914794057727858,0.702939033921242,0.642668160012324,0.92925652015194,"201501960022_R05C01",97
"9",0.927177487380099,0.939618128368869,0.945616993668603,0.896397290619829,0.934539726318893,0.646593124183434,0.854305917417083,0.760326441989888,0.941612902357982,0.957437385941343,0.91698037229528,0.941030327734184,0.954140210452275,0.936719129000383,0.933615736726317,0.946528324134483,0.94689893654988,0.921526705174199,0.636282528113785,0.642377121738716,0.929794961340639,"201501960022_R06C01",422
"10",0.917245247450097,0.937845693171857,0.935309371758004,0.875784246077461,0.946242181459227,0.71487602030507,0.886152463823771,0.725065839988758,0.935633290518285,0.946571488662346,0.921901655574524,0.945925565880127,0.95981199436231,0.930866634802033,0.936482903513798,0.934811688496514,0.958200594547948,0.934917387481832,0.684243230099706,0.6662990555427,0.926375500074734,"201501960022_R08C01",473
"11",0.92911731652696,0.941311269702587,0.951489218729607,0.901320143269027,0.934343945313196,0.693920506845491,0.872055333901004,0.687127241284639,0.944287695457414,0.953924984448588,0.936311140503272,0.940091969097244,0.960596583950152,0.945924329145677,0.917326734714088,0.945050276258744,0.947313954402872,0.925844049005374,0.621491028475518,0.665038457489342,0.934654426132654,"201501960040_R01C01",496
"12",0.925099438489621,0.938359944940253,0.93690068094604,0.883609293740964,0.942068958508702,0.735532819297908,0.873689618873816,0.720951857942045,0.929945562422109,0.94220394328997,0.934557681850138,0.93140783616894,0.957131837269482,0.938468402283077,0.94659441917112,0.92028959102923,0.945836638596508,0.922721547187812,0.590749529600126,0.598503743766115,0.938679473525251,"201501960040_R03C01",734
