"","cg12666773","cg05894124","cg21477508","cg12087412","cg10218799","cg10031614","cg12528713","cg20528583","cg02002231","cg14197923","cg15610548","cg16971003","cg11580948","cg12341047","cg16459120","cg05446580","cg08409465","cg14349667","cg17080423","cg04401986","cg23973123","barcode","foliocc"
"1",0.131284119656057,0.0751104317456534,0.0420567070561388,0.114958529763669,0.0273810753610273,0.019067172702189,0.160439981179324,0.0241696331735008,0.0122529194953837,0.0593044443883475,0.0266237937267422,0.0538782909976882,0.0946017376900752,0.106731699382162,0.180925788197376,0.315489611950795,0.101862305693679,0.149318841379517,0.195020014866144,0.0454415241342145,0.918406455354165,"201501960003_R02C01",622
"2",0.144488463634258,0.0431809622310897,0.0585513849378438,0.0935123793909573,0.0371772649463034,0.0131480104401036,0.11460625376224,0.0153445215085319,0.0107096651236516,0.0724682410430917,0.017525939710912,0.0508039506400605,0.0681503356694018,0.123870913085223,0.169884318051405,0.256617817866523,0.0946343234693541,0.150195170226176,0.163166361373963,0.0393514150359963,0.914127236380636,"201501960003_R03C01",236
"3",0.0827389175828314,0.0355970300968338,0.0409815725063031,0.0721962525514738,0.0337006249056776,0.0190073399832191,0.0536767698306173,0.0176952183773009,0.0198768713894315,0.0554365351209183,0.0334809172872143,0.0562822487211808,0.062567374148725,0.101836745959634,0.199558975967375,0.193702886350024,0.0946303848182208,0.166447544570133,0.171484000121909,0.0413036075072693,0.932942249167131,"201501960003_R04C01",2005
"4",0.158977753348466,0.0669157686819189,0.0505332605565245,0.096030268323368,0.0250413062420366,0.00907560637526426,0.101163935846511,0.0215013844171719,0.0146397099175375,0.0587034284856387,0.0415636130150248,0.0573458938871658,0.0850770280274582,0.12438594175973,0.182373527669971,0.26856486832029,0.125818110581402,0.179050878867645,0.171948390368058,0.0572470534224527,0.944514301992756,"201501960003_R05C01",720
"5",0.146041589485863,0.0485503067580909,0.0360905227455175,0.102410780026218,0.0267934129230277,0.0180341642557883,0.0751715183763473,0.0208238726464059,0.00256556358199389,0.0692148913925236,0.0236084401014183,0.0866041389672043,0.0590252038693975,0.133101525113892,0.311980887286415,0.232929676187096,0.118018472360466,0.160272412684506,0.22597205743105,0.036498197504315,0.920978422785129,"201501960003_R07C01",418
"6",0.151060037949637,0.0566742586925642,0.0491139824910811,0.0717894339401197,0.0294505330663895,0.0171650001748708,0.0819932130012535,0.0108097731421539,0.00889879877178202,0.064833953109189,0.0259540544285138,0.0623050584007489,0.0615267246673781,0.135170674119094,0.205848696953496,0.297873419728747,0.106567020279884,0.173578646443458,0.192670372856343,0.0408244481746306,0.96928967534551,"201501960022_R02C01",723
"7",0.154277980809873,0.0634325428112607,0.0494677002379248,0.0910975131047363,0.0271708433235364,0.0102122082698203,0.0969463308603747,0.0192002429448386,0.0205401001254505,0.0557787989058641,0.0303460473174254,0.0592182427322958,0.0738100332111258,0.131723783074047,0.205796241455904,0.302939885916049,0.116396677489163,0.195472845859145,0.175145461755877,0.0464870744530978,0.911720070287822,"201501960022_R03C01",600
"8",0.144752160656618,0.0613520146381347,0.051241842072235,0.0668540150787674,0.0314719143781948,0.00932209940802689,0.0879390133546691,0.0196626750818197,0.00198270848504798,0.0462271311101026,0.0271059093266005,0.0440585015034926,0.0723361514256406,0.112955165570184,0.199492466241905,0.28649110876532,0.110616958960814,0.18345870007833,0.156735642229632,0.0410494178963889,0.921764888899339,"201501960022_R05C01",97
"9",0.179713697938558,0.0575399006159729,0.0416075931270081,0.0999940054964318,0.0392981139903423,0.0113574745797641,0.0974041959216273,0.0157319388641859,0.0138284627893354,0.0482795432130198,0.0352625578354528,0.0439780774858002,0.0527664357365771,0.0812796487908882,0.175665061591221,0.226818983537297,0.0897531990350696,0.16125986169851,0.163693988555236,0.0517718088449246,0.911816044226106,"201501960022_R06C01",422
"10",0.0988322566574179,0.0469013830120238,0.0404343344375272,0.0790611992596993,0.0283057172020798,0.0104697115178522,0.093975984513659,0.0161208533159174,0.00796180046061903,0.0526920637558971,0.0237509035428246,0.0499467832426733,0.165920924807121,0.118091501773871,0.200800819792643,0.289132887387051,0.0951466045626625,0.144047707875652,0.148828898879323,0.0450967640676905,0.921418120718768,"201501960022_R08C01",473
