"","cg01595098","cg25468687","cg12067536","cg24299229","cg07017486","cg14133022","cg09905353","cg10389002","cg07378457","cg22886019","cg17085146","cg21079425","cg13498479","cg18216896","cg09830360","cg16464775","cg05675338","cg09235770","cg11305538","cg21212033","cg22097662","cg07195211","cg02766403","cg25225829","cg00858941","cg09067800","cg21415050","cg20197307","cg07765328","cg27013277","cg15243995","cg09054940","cg14474846","cg18305721","cg23864313","cg03820053","cg24798091","cg16767132","cg23898652","cg21749513","cg08614357","cg00439750","cg09620426","barcode","foliocc"
"1",0.949000521354023,0.0378260500004305,0.0593931846252609,0.893887276587043,0.827850232632241,0.888679652815198,0.800433010194783,0.92497287813732,0.901308273398277,0.868470192431434,0.718045011717361,0.929542526375806,0.895710680565384,0.944391557068366,0.733319277073718,0.896152378446206,0.949207646897334,0.878550512215208,0.876047801645719,0.919941856275316,0.903191618517929,0.931580471568271,0.638002841601385,0.878809094488068,0.591619408179315,0.912852206526818,0.920765933463547,0.877682189331624,0.862857854197311,0.830882149916493,0.817227244029019,0.896671446935662,0.87912894763855,0.562141267926437,0.355025685230684,0.910068829277618,0.912776853391807,0.351652220804776,0.84903023950197,0.841662369993286,0.901089516827278,0.492308889509924,0.575332387100325,"201501960003_R02C01",622
"2",0.936519694272929,0.0338641200246107,0.0585035615046645,0.940884260089512,0.854570356553854,0.889828146492763,0.736742201390171,0.918402896547786,0.911533664728797,0.876436309134389,0.752740370408242,0.915696371329443,0.898740077232765,0.938947341662456,0.736234572304913,0.921411380661904,0.929720664188856,0.889822071099838,0.902834071161236,0.920335354060435,0.91557308399303,0.930961112084488,0.511791660682911,0.879351954339767,0.389578408812826,0.875101630234351,0.925444064135649,0.903028371727821,0.855341249853545,0.861038137747773,0.833657377809559,0.913638541295655,0.855549019008009,0.539887338710828,0.334169934204673,0.922271079201993,0.869624077784593,0.291844341882219,0.891619624203481,0.884234877589061,0.869757321801996,0.522018137674117,0.620484899963637,"201501960003_R03C01",236
"3",0.927242931236565,0.0195355302550215,0.055191632148311,0.915926129343969,0.840055818056547,0.89219044562954,0.732718938339028,0.922272113289282,0.906120309553954,0.884325916117576,0.795522717731421,0.901760338242933,0.938060975551,0.933380107313633,0.743710347827901,0.935362801844831,0.946081983243233,0.871418037087018,0.900156518422965,0.909122124427229,0.927765870141158,0.917901781444344,0.6727608633703,0.893439204240547,0.636160322434086,0.880881371006857,0.927452586037334,0.922373647668247,0.885964559489428,0.864861390823027,0.855360313716854,0.89311056394628,0.892659067388141,0.631070530336587,0.394405140027559,0.941107965462744,0.914538781236657,0.312305278445594,0.88617374592009,0.878717610702909,0.892058077837463,0.573054869590485,0.649756116431676,"201501960003_R04C01",2005
"4",0.939912490075838,0.0366907524349704,0.0462510351919698,0.913506097831465,0.823179788650227,0.909147078649617,0.789819994923323,0.905118819079939,0.90886929366055,0.858963810174776,0.737654579004834,0.91465820333913,0.913276245774863,0.925563436496328,0.701733742898013,0.928494512263904,0.961536008850722,0.897790336997866,0.908484829181797,0.908219930824635,0.909588032178053,0.911656765413925,0.629295653667782,0.88044759870529,0.604338042586182,0.87206719987249,0.930410492623532,0.866506110618872,0.887884552546838,0.824723939369346,0.814855195099723,0.87037263509152,0.870165081300569,0.599787394812333,0.355184311547218,0.941953335208191,0.921571003883234,0.313029895331924,0.895502421100789,0.896761448397807,0.890407668883268,0.548311057955501,0.619709014262676,"201501960003_R05C01",720
"5",0.925590009086813,0.0270303870765454,0.0210110088172271,0.896355335753779,0.852707311785995,0.905816875756187,0.812347403233589,0.938716554578253,0.933146546590886,0.842399142603609,0.774977064187915,0.892573780019684,0.913774173729895,0.923496879646406,0.737518345680876,0.890819689401128,0.950442026541972,0.852712553185908,0.900274238389792,0.921169872652382,0.894973696406132,0.914131502510374,0.576965012246789,0.887229905108806,0.617997381456317,0.864720118631974,0.923190490084897,0.922691171393069,0.895928795313722,0.839960152622663,0.844246022374388,0.900693280940235,0.825720435431304,0.625655844015558,0.352930551775602,0.946969307522424,0.919063728195451,0.292805763342202,0.910285735786665,0.888823313882621,0.918744301946148,0.666233387840181,0.606044729553702,"201501960003_R07C01",418
"6",0.928998258718178,0.0348366363839521,0.0681944486573226,0.913573196909939,0.818002669880391,0.897622903656234,0.738989786236963,0.921962795296463,0.936296949300142,0.855793786323218,0.785909324958498,0.923826884610244,0.908892980833489,0.936478175409223,0.730248775261892,0.922566281638834,0.953643919905226,0.8837077150511,0.894461917468687,0.92659142722716,0.916918413059275,0.903311807388831,0.650639670099957,0.889750968284785,0.631164521422697,0.888164482904455,0.92064407667335,0.887835955698537,0.851059491491446,0.839066729891569,0.830672504641114,0.898105709452334,0.897200390306653,0.592918275906183,0.352141770568913,0.941483802739687,0.903796996039208,0.291535894699043,0.881674915458192,0.82451502774137,0.910028888464796,0.586790381970001,0.597803117121872,"201501960022_R02C01",723
"7",0.953043696778391,0.02808163463279,0.0368305032404445,0.920942075452118,0.827546379669791,0.889968591634329,0.765425842988437,0.905993922917819,0.92523092138479,0.893963240026684,0.744341559980555,0.926033567786785,0.92533193838582,0.914407925361162,0.729033532207245,0.910048009259189,0.937138129966839,0.866642029067191,0.919008427579644,0.899982762441991,0.91867801502961,0.920046377703357,0.591574797217109,0.872791222637958,0.604692184139902,0.894421998335789,0.907553565292113,0.877422972551977,0.881283886227666,0.855706248331239,0.835296326326551,0.903835255346871,0.893993895432812,0.527522010159076,0.339345315198387,0.930072360633631,0.921050401936206,0.296601988184588,0.861964857218328,0.885092553066559,0.898880909391027,0.518516758027923,0.61702654104234,"201501960022_R03C01",600
"8",0.939296506454778,0.0325618395190921,0.0476954061110761,0.901085794967746,0.806220938424103,0.917446848377793,0.755267107955521,0.927117817370871,0.895324325398228,0.846203600716749,0.77531476071437,0.929561210872198,0.923573997410306,0.925709638753173,0.72036343074402,0.942878612999583,0.943536566924151,0.885014830907642,0.918821865206972,0.901164938841615,0.925791352278159,0.91517080298005,0.61632107719045,0.864696110859541,0.607513397098881,0.894955432857689,0.925835682658932,0.933222549956121,0.871381428257191,0.831221294189714,0.840945858425919,0.897900357828103,0.881802698089338,0.606869585218204,0.377304974506407,0.927897396224583,0.917321180992741,0.270588397102889,0.896370923120086,0.890245744128506,0.911053550217395,0.582147194318947,0.650704258921052,"201501960022_R05C01",97
"9",0.948742839800614,0.0374708591328646,0.0504726552457311,0.90008146812606,0.838560068399486,0.910762938822387,0.663915653516322,0.917146603052291,0.901642242831304,0.811346509095673,0.747925001636615,0.920482393218232,0.936567581516234,0.930428174945378,0.719032204109034,0.922720722541203,0.947587620553315,0.910906426196725,0.886372336502356,0.900455671203073,0.922713950766773,0.913176638512936,0.471628093874305,0.887833571163436,0.614730409704332,0.899268650526715,0.914452874412916,0.901812973812559,0.888293307685445,0.835824237293519,0.811691398612788,0.918758363020956,0.904800532451943,0.539989144120497,0.31123721122651,0.945031893421942,0.922391043969755,0.263635015480365,0.88972882130954,0.85331120470058,0.909416031476975,0.514574616145329,0.598304869613785,"201501960022_R06C01",422
"10",0.921423292884938,0.0305948577796143,0.0344437762595723,0.913046225296418,0.820608180920774,0.90680071421386,0.813929738980308,0.918807667550717,0.910864618064641,0.797876436450139,0.73305546205482,0.892212844881631,0.909158929530971,0.923767027951187,0.755374514880345,0.913966544843162,0.943066420180417,0.872863708454263,0.880649263293186,0.90129311918631,0.886688757058124,0.924688177684927,0.513381701117538,0.885735710592558,0.615391505370745,0.902518660638782,0.927219472762162,0.920530844642938,0.864201337158851,0.828266126995469,0.855185299372265,0.878116991043762,0.899070735994132,0.612700194294517,0.322829815882814,0.946115152307744,0.916808794518615,0.328005876424524,0.90797393638841,0.886533532293918,0.91903226447046,0.612792046679574,0.645180003988104,"201501960022_R08C01",473
"11",0.933452150775412,0.0225318866521346,0.0322355983132841,0.929113796870363,0.831612081471635,0.93198928695149,0.830024227869079,0.922749744649458,0.91543071896041,0.864373457137167,0.756525169161046,0.915344954127072,0.926002757450301,0.932000721136351,0.745323672793699,0.92390303099415,0.958099232274854,0.877659328472947,0.893456276803745,0.925836020201189,0.920559727734335,0.929698488684541,0.614258035681524,0.85125897534888,0.607498499699222,0.897380252148394,0.913421347708515,0.893369081089492,0.854014471075284,0.829908571238327,0.805565645426866,0.892742970601921,0.883900569653343,0.556339502465413,0.350801362584617,0.939298749641908,0.920499401362348,0.307444596788808,0.90191461268449,0.873898538913254,0.92792422963968,0.571817047218791,0.616909784450578,"201501960040_R01C01",496
"12",0.927269311855325,0.026148741485435,0.0297685501523636,0.89348474738889,0.827550294821077,0.904866800442395,0.839398623185589,0.924219678405328,0.916608682658366,0.884363355963162,0.816918976134987,0.915404463834026,0.909811310361471,0.929887507359028,0.727016446851193,0.903567949513461,0.953042422003705,0.875493464589297,0.878229924455426,0.910714235020246,0.904860160354235,0.918719283787912,0.729152073312073,0.874362624389258,0.633024850363174,0.907329892781148,0.921718865376782,0.88548067679088,0.883683130874574,0.845891627064683,0.822057123697158,0.895067819579096,0.895790662446064,0.56706545707669,0.423298188326371,0.936308851611111,0.912548608260867,0.303136938295712,0.888012846675318,0.88714532816042,0.888786163374024,0.59061340442131,0.612704723730194,"201501960040_R03C01",734
"13",0.952144674930083,0.0351341316289403,0.060477173159564,0.925967355446184,0.841389599557657,0.883392591308552,0.756175025736118,0.920121994208266,0.92847176221666,0.818626707894283,0.72752984462015,0.914427993447151,0.908229583097732,0.91579582341502,0.737577233923916,0.924804937080567,0.939070794312226,0.887995944305142,0.868334622446813,0.919765238564328,0.91520657183146,0.928278102745222,0.525489773439364,0.902733134461409,0.571463086870632,0.894556491639759,0.929536963403715,0.869349162926719,0.872069436488616,0.82657172305289,0.857560463478736,0.91674141224213,0.887001761324725,0.589090261498463,0.357931901217541,0.937611067773683,0.921936049438872,0.314080986287123,0.915543067800671,0.852079284506979,0.915344784138042,0.565212817995789,0.583790176953516,"201501960040_R05C01",648
"14",0.923022300647835,0.0265172929295249,0.0567775354859489,0.918528140504379,0.855656017933077,0.880755311959341,0.769880775677211,0.917791301601066,0.930885578776201,0.872331062465861,0.765576425954878,0.930406234931076,0.926388160969346,0.912351295427237,0.742591530849956,0.927890576057041,0.94549906264763,0.895647051214755,0.867570023598233,0.921794976590264,0.925611600118151,0.917389009694163,0.60417419765622,0.883623391766511,0.616187664213659,0.873843549882048,0.933083743948205,0.90025556958108,0.86268935553205,0.848830114701208,0.836546848515784,0.903806205369806,0.868416765739812,0.591367468365062,0.356076799450451,0.907512178617394,0.935579315956246,0.312962548564607,0.896736894542282,0.880740970444363,0.897521014324344,0.635532519221717,0.635508959634991,"201501960040_R07C01",76
"15",0.92624266371985,0.0252266858696098,0.0738726910740542,0.895358577167816,0.820720391092774,0.921575066811534,0.755345589409288,0.912645400649954,0.901622316508128,0.880161640052648,0.736804949247007,0.910793386817523,0.892921170815044,0.914709460179365,0.703584973132511,0.9250471790488,0.928283540241103,0.868961009866749,0.898689629704575,0.917049600559984,0.937563877367918,0.925166648574496,0.617252798433849,0.90221796000482,0.610503338540625,0.899498164667904,0.907062416060412,0.901969780355144,0.830035410411417,0.831396629436597,0.827015842540493,0.892267572850536,0.882439327325173,0.583126584695743,0.335039406835523,0.91708538758412,0.925716381548799,0.290068648154589,0.89235372018255,0.874566955812264,0.922043142704009,0.522455868946998,0.584633371716683,"201501960040_R08C01",460
"16",0.952186351959652,0.0289460986691937,0.0305824710819134,0.898405813189838,0.808960967813396,0.918036834528189,0.781542019446407,0.928102321628019,0.900192032370455,0.829140953487158,0.752305405898349,0.912278492022254,0.942675819385602,0.935569943875054,0.714020473805473,0.895173013807229,0.951144342067999,0.887210338361106,0.887756762251705,0.903590776198551,0.897373402842589,0.909805459937826,0.531791396844415,0.85060911142314,0.637664316291261,0.877545478568919,0.924122379506406,0.887333657491348,0.868028570863966,0.871727174540602,0.818978860436639,0.885955240520706,0.886905796204366,0.550021225826824,0.346981586289205,0.934186361572628,0.931581990195474,0.242074496402792,0.867557002650717,0.878399905050492,0.891789128564707,0.584464563070045,0.641373498430476,"201501960059_R03C01",2103
"17",0.924186278377075,0.0360030534790138,0.0349037481994835,0.857030364344217,0.842316736296513,0.918566163726644,0.793490267928858,0.903243811993919,0.91832492281543,0.86886979909407,0.766910513138658,0.906663742753605,0.925696808018462,0.93029666832045,0.730109711588513,0.925435253781468,0.940639135480021,0.848842552148334,0.892829265524225,0.911471706073067,0.922057322965235,0.899659409048948,0.669228277985103,0.879174957582727,0.627217829436361,0.870182818006344,0.923278382184672,0.85802895156994,0.843957087387189,0.816996891231644,0.84854730868795,0.897571948541372,0.880171671356327,0.554603915803835,0.408868154626978,0.920237869459238,0.928229644051208,0.315023444317318,0.874019110124914,0.893990715637992,0.904651126986546,0.520551845412404,0.638900969988833,"201501960059_R04C01",95
"18",0.921362758508977,0.0235890963688433,0.0499039037567917,0.926822006565379,0.81787074669246,0.926407985692001,0.790286483594094,0.899932793618992,0.917424767646869,0.81309689864254,0.739144683870295,0.903622916456546,0.896351295163117,0.922090912277679,0.712490628709861,0.905737644884746,0.949026180525526,0.871994230348901,0.903546215832819,0.928226215425542,0.92906937366159,0.914135846192081,0.645209246891536,0.851466546097637,0.623486875375103,0.902412612855699,0.920927814324766,0.892252853248591,0.866286664732994,0.818043516538127,0.769582756541169,0.86699880970658,0.896550857865557,0.577438156032553,0.417501720780595,0.949570577734914,0.922824550900279,0.314393148488417,0.900239824436186,0.88987335330826,0.919494648101163,0.564460134913664,0.644801237847787,"201501960059_R05C01",272
