"","cg18624348","cg11571772","cg14489346","cg07462804","cg22186374","cg20142271","cg26162932","cg12572049","cg10695325","cg04343891","cg01304890","cg16117799","cg22961278","cg07857469","cg01789499","cg09595050","cg14197071","cg27111250","cg10129063","cg27639662","cg03404272","cg06440348","cg21082141","cg09560763","cg05452645","cg06373870","cg03463411","cg04235768","cg26299084","cg10694470","cg27018912","cg05059566","cg06307913","cg27242132","cg18073471","cg11388320","cg04214966","cg22902505","cg02732915","cg02941135","cg10880006","cg05522011","cg15556886","cg05974274","cg14326413","cg22054918","cg20817902","cg23874561","cg18235100","cg11983124","cg18954401","barcode","foliocc"
"1",0.0178378319070207,0.0353040802098834,0.0665425311215602,0.0151556230400435,0.0447982735406279,0.0163038071869719,0.0233284913753591,0.0268515147046642,0.0823925870533497,0.0450721824862587,0.149546650739178,0.274263477201847,0.17819173192229,0.39756879739071,0.902464573717024,0.76929675853082,0.81393375021502,0.639340351027625,0.554957955029074,0.666947828277679,0.677705617456295,0.831133880311268,0.809461063427992,0.85666190059968,0.400588286135224,0.30008425444315,0.243273948101559,0.0760228332019321,0.167545357934379,0.203396549751651,0.15766784258684,0.138158963186128,0.300237513565334,0.243117146759987,0.253309202897773,0.426864893317687,0.311040691387474,0.547676331000924,0.944480104746842,0.931017815420719,0.772949113378561,0.833039128407292,0.036145242240671,0.0455454144742246,0.0236856519536783,0.00782117650003064,0.0200223307798031,0.00806162699576133,0.0428522465904359,0.10067064767312,0.257297615895065,"201501960003_R02C01",622
"2",0.0109361918854144,0.0503632258157566,0.0497341012280593,0.0349635988109708,0.0420338721828484,0.0197286919493929,0.0184573352578796,0.0302602814333771,0.0644841367942193,0.0428918420918111,0.140635427706299,0.257987900101701,0.181653694377034,0.433153356124437,0.921975750877278,0.908538789107824,0.907678281758886,0.818569691713442,0.721449526696586,0.806939288595871,0.830674760784132,0.926123340171479,0.874023957377834,0.919121113239366,0.592681488528534,0.473490241118153,0.42553517305581,0.187395781336754,0.248156534167504,0.304321717670854,0.291743361171865,0.282470553656285,0.358789557513714,0.230086712565728,0.240567609999559,0.414166269136989,0.262269373565578,0.51693825144758,0.948616970432098,0.915354804248711,0.898120462637974,0.969593963750166,0.030976074918887,0.0298521579898261,0.0170087097809703,0.0103013277963427,0.0172981513082341,0.00890245749116686,0.032833935239481,0.093748108196313,0.173890072813975,"201501960003_R03C01",236
"3",0.0182858728282805,0.0557892179077588,0.0389255699042216,0.0371331110342948,0.0432650260258141,0.0168731542799228,0.0265116403707277,0.0193305038396511,0.0597463794708886,0.020670753968108,0.144975750894173,0.252809046368311,0.240669220991647,0.411707908301707,0.910873075532783,0.88095276047694,0.878498860913136,0.766182945884971,0.670449116184043,0.773572117733178,0.790498016395463,0.902565332441081,0.888076642816124,0.931022083844924,0.567800485268434,0.459935592130297,0.416239381258511,0.18132596285749,0.242656572722098,0.280841669559768,0.252332176995835,0.232653610484355,0.362319792994979,0.195852963229223,0.224778039220079,0.411132212705499,0.169146291002184,0.497530979016873,0.920129369049493,0.93130333182577,0.871949931889413,0.974343149716575,0.0512938734453697,0.0352601201498993,0.0210292107335331,0.00460963551598122,0.0251069398470128,0.00491572660481415,0.0454812595684866,0.0782926360170161,0.207096890636038,"201501960003_R04C01",2005
"4",0.0254255739224431,0.0506701927698335,0.0672725527019552,0.0123047963518923,0.0343333995540312,0.0230862432663625,0.0218305956624331,0.0357344872119219,0.0739905480949063,0.0393424640719887,0.137518137853968,0.205237898776147,0.199796876090803,0.354904523726572,0.876044113807291,0.788908919539193,0.735134639671908,0.660689032580555,0.556065399348644,0.66529723164143,0.682876145638322,0.817315853540293,0.824186950281625,0.879808731784267,0.34276523117454,0.26965540524453,0.210790706200768,0.0740317180710889,0.132641478765456,0.170224114122532,0.146397434324956,0.136865664170717,0.264614460791885,0.239980894478671,0.196257400902885,0.414846898619335,0.228657873906451,0.470787404041959,0.914560759325363,0.929517986690952,0.751972832388775,0.838413091568861,0.0414429366913086,0.0392888172775891,0.0245462277337015,0.0120771220144269,0.00909038418609937,0.00736408142490924,0.0420591694053962,0.115929248545532,0.236445603852119,"201501960003_R05C01",720
"5",0.0167531901309975,0.0568637037314057,0.0428843879790145,0.0221832819270399,0.0744528785508166,0.0216206644151881,0.0216539277997709,0.0349610522870944,0.0913363405889298,0.0160057594436694,0.160303902830774,0.265169889656361,0.280865795610845,0.421173987577664,0.859262300133266,0.846925837951244,0.829126233148497,0.670662561880858,0.592805470938801,0.675200517727497,0.744748128851059,0.827581245833179,0.853315634791851,0.909291311191611,0.542806223220828,0.445311953089212,0.408874608374827,0.177579679408357,0.264652200936507,0.29665361299659,0.241357866214775,0.26286980740803,0.414094529750967,0.2041498592676,0.285425918137627,0.427436858633944,0.231692340280638,0.515352703121107,0.926649542405296,0.922660109244469,0.807033826651567,0.863112560141623,0.0536526394893022,0.0420621696774243,0.0190491892376921,0.00594348392233975,0.0261737805218956,0.00890397819896308,0.0425174438912247,0.146134445568531,0.298431286701509,"201501960003_R07C01",418
"6",0.0196196707855762,0.0495744570189202,0.083780289768906,0.0244468013180995,0.041181133718057,0.0152692186205838,0.0202812032261929,0.0353563404508817,0.0718097070441262,0.0472363467668969,0.137196229248737,0.231924552303658,0.202289895286223,0.401037518542709,0.910840903949212,0.82657566667393,0.825372870940571,0.702242484661348,0.598005965410643,0.707038504046269,0.741354594628087,0.835981030563919,0.859087053845092,0.902952493100582,0.408209417129904,0.338359269590147,0.271084790798499,0.0915681518085707,0.14778185327246,0.176928603245225,0.146543137449827,0.155050122872461,0.277269397263647,0.198570967477746,0.203930905636905,0.411182739898887,0.148502012466513,0.486255732789622,0.942110957227096,0.92257922522917,0.889153301605022,0.963045391077636,0.0566464556451572,0.0541398001932292,0.0344550771310008,0.0087313635561793,0.019293451978351,0.012514270282959,0.0394022838483814,0.0959288413400117,0.234717324775178,"201501960022_R02C01",723
"7",0.00802442576963574,0.0367082018826418,0.0521130307112514,0.0217326660599577,0.047694970599775,0.0256996733505738,0.0106377816723863,0.0423263518826483,0.0678997606043113,0.0436654277180861,0.168341731691281,0.356583046824254,0.335462743873234,0.469803215514091,0.934915491078306,0.871486264226899,0.893055797436108,0.773463259600732,0.692341512212749,0.7659458677846,0.775665186217487,0.895421364227195,0.856291700288093,0.87642402367258,0.497598257936732,0.428152488729515,0.359176495092804,0.217528382764066,0.273218334847612,0.315163815088143,0.283789132148871,0.281624044649881,0.39947092599198,0.370976235806535,0.361241135615055,0.497813123838136,0.314343208470415,0.58675372833225,0.934052834901605,0.938192689928728,0.834676572902046,0.940155721586122,0.0309202887592191,0.0421865162223144,0.0261302232520581,0.011824606302935,0.0204488956269677,0.0074108042686276,0.0432261116772461,0.0931926737918792,0.188521437975066,"201501960022_R03C01",600
"8",0.0364862531486732,0.0543414676747702,0.0816172656116714,0.0212650445511036,0.0540800209786986,0.0190417725661175,0.0255041514302549,0.0262909024352308,0.0824164794228565,0.0548543456451177,0.133358914227958,0.263677722445502,0.267175703288896,0.408711661351831,0.943922482300059,0.919506739181368,0.920066952832133,0.874754946950471,0.767510942315511,0.839283975168605,0.849198931812626,0.934164285656912,0.889855634058704,0.902217100139465,0.582043740036409,0.486713853043029,0.424926743904351,0.236418014281582,0.297782287657396,0.334552925813012,0.309226302192677,0.309601726388967,0.41219423387936,0.340673219052254,0.300091067531023,0.476336716517173,0.293709722529797,0.529351574555746,0.934063752043443,0.932005336878297,0.934793496190905,0.984778176078696,0.0410828142849773,0.0510826879234803,0.0308106053662254,0.00471029321307387,0.0248524856609994,0.00573225270081027,0.0285482234738831,0.0790116472986244,0.154284840115591,"201501960022_R05C01",97
"9",0.0228623113403104,0.0389367850318436,0.031609179399764,0.0335008147301736,0.0376745940116193,0.0317197810571031,0.0413638417537863,0.0333469004745207,0.0681070882443452,0.0425610475909891,0.167093419703187,0.271601984937346,0.193090210569425,0.423676205980478,0.948332470610426,0.827532295119162,0.825643201616471,0.715557972509382,0.633001755841538,0.737051550897176,0.732743252481047,0.882914636526033,0.873023126073462,0.898470624538155,0.436901803440639,0.32765284339587,0.260176083117171,0.0764014611108382,0.178088800355998,0.223148888170225,0.184927402870983,0.164961497096773,0.279466150118264,0.231281583773487,0.219511539718871,0.408493744165176,0.254250799112509,0.469020555146335,0.933718064845604,0.939455713530517,0.814522959559172,0.906994737229442,0.0370565253980389,0.0485398358108278,0.0226095893017688,0.0117488960141408,0.0125506377065435,0.0060199847477289,0.0333598364334779,0.102012068094794,0.24141669219476,"201501960022_R06C01",422
"10",0.020085700118766,0.0407204745568729,0.0484090959690224,0.0298289069485131,0.0267950422675533,0.0224267029111308,0.0111853327950769,0.0232701912441702,0.0496377314627381,0.0281540675922946,0.102451630639815,0.225031667337954,0.16805784884132,0.387495807216337,0.945556504237918,0.870441544687146,0.925996589412346,0.812823501065593,0.707110636372778,0.772880406376946,0.81763514805145,0.923880294579365,0.810071660831302,0.90478112141385,0.613920646630491,0.475065171982842,0.42469559426624,0.156547458062697,0.207678175041326,0.265862065626271,0.21113226497612,0.199770193489655,0.3477279704716,0.229079942612059,0.182692155507701,0.389460701757814,0.203378803430285,0.486538895049965,0.934513308054057,0.930932525543851,0.886603149044535,0.975126101591507,0.036194455977364,0.0362516791832471,0.0194913357646255,0.00615916526962309,0.0194090264501372,0.00966994132814981,0.0349873610648717,0.0766887194022011,0.174026547671934,"201501960022_R08C01",473
